,Número de registro,Outros números,Denominação,Resumo descritivo,Título,Autor,Material/Técnica,Local de produção,Data de produção,Classificação,Estado de conservação,Dimensões - altura,Dimensões - largura,Dimensões - profundidade/comprimento,Dimensões - diâmetro,Dimensões - peso,Condições de reprodução
357,6437,,Pintura histórica,"No primeiro plano, no centro, cavalo preto empinado, direcionado para a esquerda e sobre este, homem com farda azul, voltado para a direita, segurando rédeas com mão esquerda. No canto inferior, detalhe de água, vegetação rasteira e pedaços de madeira. Na lateral direita, cavalo e homem de costas segurando espada, caídos e atrás destes: cavalo parado; homem com espada na mão direita sobre cavalo castanho e homem tocando corneta sobre cavalo pardo. No fundo, planície com vegetação rasteira; à direita vários homens a pé com fuzis e homens à cavalo com lanças, todos direcionados para a esquerda. Céu em tons azuis, cinzas e brancos. Moldura em madeira dourada.",Cena de batalha,Corinto Brissac de Lucena,óleo | tela,Brasil,[18--],02.6 Pintura,Restaurado,159,223,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
358,6438,,Pintura histórica,Cena retratada em mar aberto com quatro embarcações a vapor; observa-se a bandeira do Brasil hasteada. Assinado e datado no canto inferior esquerdo: C Baliester Rio 922. Moldura em madeira acinzentada tendo na parte inferior ao centro placa de metal.,Manobras da esquadra,Carlos Balliester,óleo | tela,Brasil,1922,02.6 Pintura,Bom,106,177.4,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
359,6439,,Pintura histórica,"No primeiro plano, à esquerda, mar e vários navios com chaminés enfumaçadas. À direita sobre pedras, vários homens atirando em direção dos navios, alguns manuseando canhões. Na parte superior, grande árvore; ao fundo detalhe de morro e na parte superior, céu azul escuro com nuvens brancas. Moldura em madeira dourada, com decoração de torcidos nas bordas .",Passagem de Humaitá,Fausto Cadmo de Souza,óleo | tela,Brasil - Rio de Janeiro,1939,02.6 Pintura,Bom,97.8,157.7,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
360,6440,,Pintura histórica,"À esquerda, mar delimitado na vertical por espécie de mureta de pedra; embarcações ao longe. À direita, em perspectiva, rua repleta de soldados em marcha. Na frente, em destaque, vários homens a cavalo com fardas nas cores azul e vermelha, alguns levando bandeiras brancas com símbolo amarelo ao centro e outros bandeiras verdes com Cruz de Cristo; atrás destes, soldados a pé, com baionetas nos ombros; no fundo, ladeando a rua, várias edificações. Céu em tons azuis, rosas e amarelos. Assinatura em tinta sépia no canto inferior direito: C. Fausto 939 Rio. Moldura em madeira dourada com decoração de torcidos nas bordas; faixa de madeira dourada, lisa, estreita e comprida, sobre extremidade inferior da tela.",Retirada de Pedro Zeballos de Laguna,Cadmo Fausto,óleo | tela,Brasil - Rio de Janeiro,1939,02.6 Pintura,Regular,98,157,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
361,6441,,Retrato (pintura),"Homem de meia idade, em corpo inteiro, de frente, de pé; rosto largo, quadrado, testa alta; cabelos curtos, grisalhos; sobrancelhas e bigodes curtos escuros; olhos castanhos; nariz curto e largo; boca fina; orelhas aparentes; usa terno escuro com nuances verdes e lilases; paletó fechado com três botões de cada lado; camisa branca; gravata preta com ornato circular de alfinete; lenço branco no bolso; braços para trás, o esquerdo visível; polainas ; fundo escuro em tons verdes na parte inferior; detalhe de piso constituído de faixas escuras e claras; à direita, projeção da sombra do retratado.",Governador joao pessoa,F. Falcão,óleo | tela,Brasil,192-,02.6 Pintura,Bom,214,100,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
362,6442,,Retrato (pintura),"Homem em corpo inteiro, de pé, voltado para a esquerda. Rosto estreito, testa alta e larga. Cabelos escuros, partidos ao lado, costeleta fina. Orelha esquerda visível. Sobrancelhas e olhos escuros. Nariz curto. Lábios carnudos. Bigode comprido e mosca escuros. Casaca, colete, gravata borboleta, calça e sapatos pretos. Camisa branca de colarinho alto. Casaca aberta com três botões dourados; próximo dos punhos, armas nacionais prateadas. Braço direito caído, mão pousada em papeis sobre móvel coberto de toalha lilás, onde se veem também alguns livros e quepe preto com ornato dourado. Braço esquerdo caído naturalmente, mão segurando papel. No fundo, à direita, detalhe de espaldar de cadeira. Sobre móvel alto e estreito, um busto de homem. À direita, cortina vermelha repuxada. Assinatura do autor e datação no canto inferior direito em tinta preta: ""......... Sá/11-1894"".",Marechal Floriano Peixoto,Eduardo de Sá,óleo | tela,Brasil,1894,02.6 Pintura,Restaurado,210.5,115,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
363,6443,,Retrato (pintura),"Figura masculina de pé, corpo inteiro, fardada. À direita, chapéu armado sobre mesa. Ao fundo, barraca branca. Moldura em madeira envernizada, placa em metal prateado centralizada na parte inferior com a seguinte inscrição: ""Ao Exmo. Snr Commandante Superior General Joaquim José Gonçalves Fontes Offereceu a Guarda Nacional da Corte: 31 de Julho de 1872"".",General Joaquim José Gonçalves Fontes,Joaquim da Rocha Fragoso,óleo | tela,Brasil,18--,02.6 Pintura,Restaurado,170.6,266.5,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
364,6445,,Retrato (pintura),"A tela apresenta os quatro cantos arredondados, pintados de branco. Ao centro, sob fundo vinho, busto de figura masculina de frente, cabeça voltada para a direita; cabelos curtos, negros com longas costeletas; bigode e pera; traja farda com abotoamento duplo com botões dourados e passadeira; camisa branca com colarinho alto e gravata em laço.",Tenente-coronel Sena Madureira,E. Ribeiro,óleo | tela,Brasil,1897,02.6 Pintura,Bom,73,59,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
365,6446,,Pintura religiosa,"Em primeiro plano, à esquerda sobre fundo azul, figura feminina ajoelhada, mãos postas ao peito em posição de oração; cabelos pretos presos; pele morena; marca no rosto próxima aos olhos; usa colar ; brinco com pedra azul e anel; veste blusa branca de mangas longas com babados; saia longa cor de abóbora com ramagens e flores azuis, brancas e vermelhas; à direita, fachada de uma pequena igreja com quatro portas em arco, encimada por frontão retilíneo e torre lateral; ao fundo árvores e mar; no canto superior direito, sobre uma nuvem cinza raiada de branco, Nossa Senhora com o menino no colo, cabeça pendida para baixo, véu bege, túnica branca com manto azul.",[Visão de Paraguaçu],Angelo da Silva Romão,óleo | tela,Brasil,1866,02.6 Pintura,,94,72.5,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
366,6448,,Figura humana (pintura) (miniatura),"Busto de figura feminina sobre fundo azulado de forma elíptica; corpo voltado para a direita e cabeça voltada levemente à esquerda; pele e olhos claros; fartos cabelos brancos presos, cobertos por chapéu esverdeado coberto por botões de rosa de onde pendem algumas fitas; traja vestido de gola azul com duas camadas de babados brancos, sendo a parte central cor de rosa. Moldura em bronze.",Mulher,Não identificado,guache | marfim,Em pesquisa,18--,02.6 Pintura,Regular,11.2,7,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
367,6449,,Figura humana (pintura) (miniatura),Busto de figura feminina de formato elíptico sobre fundo amarelado; corpo voltado a esquerda e rosto quase de perfil à direita; cabelos cacheados em tom avermelhado cobertos por uma espécie de barrete em tecido branco; olhos claros; rosto corado; lábios rosados; traja vestido branco com mangas fofas e longas; decote arredondado.,Mulher,Não identificado,guache | marfim,Em pesquisa,[18--],02.6 Pintura,Bom,9.2,8.2,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
368,6464,,Retrato (pintura),"Retrato de homem de meia idade, de pé, voltado para a esquerda. Rosto comprido. Cabeleira longa, castanha e cacheada. Sobrancelhas finas, escuras. Olhos pequenos, castanhos. Nariz aquilino. Boca fina. Traja armadura prateada, botas pretas de cano alto com salto vermelho e esporas. Jabô e punhos brancos. Fitão vermelho com cruz da Ordem de cristo. Na cintura, faixa vermelha sobre cinturão marrom. Manto vermelho escuro, forrado de arminho, envolvendo ombro e antebraço direitos, caindo para trás até o chão, à direita. Braço direito erguido, direcionado para a esquerda. Mão segurando bastão cilíndrico vermelho. Braço esquerdo caído. Mão segurando ponta de manto e luva, apoiada na cintura, acima da guarda da espada. Ao fundo, mar e embarcação diminuta à distância. Nas laterais, detalhes de morros; o da direta com palmeiras. Céu esverdeado. Na extremidade inferior, sob o retratado, faixa branca com a inscrição em caracteres pardos: ""GENERAL GOMES FREIRE DE ANDRADE/CONDE DE BOBADELLA"". Assinatura do autor na lateral inferior esquerda, imediatamente acima da faixa branca, em tinta preta, e inscrição ilegível: ""J. W. R./(...) retrato antigo"". Moldura em madeira dourada, com folhagens na bordas.",Conde de Bobadela,José Wasth Rodrigues,óleo | tela,Brasil,194-,02.6 Pintura,Bom,158,96.6,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
369,6468,,Pintura documental,"Em primeiro plano, caminho com vegetação rasteira. Ao centro, fachada de igreja ligeiramente voltada para a esquerda, na cor branca, com cantaria rosada; porta almofadada na cor verde, encimada por dois anjinhos, e ladeada por 2 janelas da mesma cor; ao centro, óculo; apresenta frontão curvilíneo com cruz latina, ladeado por duas torres sineiras, de formato circular, ornadas com pináculos. Na lateral da igreja se observa uma porta verde e construção anexa. Céu azul com nuvens. Assinatura do autor no canto inferior direito: ""Nöbauer"".",Igreja do Carmo,Hans Nöbauer,madeira | óleo,Brasil - Minas Gerais,1928,02.6 Pintura,Bom,51.5,37.5,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
370,6470,,Pintura alegórica,"Na metade inferior, mar revolto em tons brancos e verdes, pedras e revoada de gaivotas. Na metade superior, entre ondas, caravela inclinada, com velas brancas, tendo ao centro cruz da Ordem de Cristo. No mastro da gávea, flâmula vermelha. À direita, à distância, caravela semelhante. Céu em tons cinzas e róseos. Empastamentos. Inscrições no centro do dorso da tela, em caracteres vermelhos: ""1º CENTENARIO DA INDEPENDENCIA DO BRASIL/MINHA TERRA/HELIOS SEELINGER/ 1500-1822-1922/RIO - 1922"".",Minha Terra (tríptico),Helios Aristides Seelinger,óleo | tela,Brasil - Rio de Janeiro,1922,02.6 Pintura,Bom,201,121,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
371,6471,,Pintura alegórica,"No primeiro plano, alinhados numa diagonal, vários homens com fardas nas cores azul e vermelha, empunhando mastros com bandeiras do Brasil, montados em cavalos empinados, em tons avermelhados, direcionados para a direita. No fundo, à distância, homens e cavalos semelhantes. Céu em tons cinzas e róseos. Empastamentos. A pintura integra o tríptico ""Minha Terra"" e representa três momentos do Brasil: Descoberta (006.470), Independência (006.231) e República (006.471)"". Assinatura do autor, local e datação na extremidade direita, em tinta marrom: ""HELIOS SEELINGER. RIO. 1922"".",Minha Terra (tríptico),Helios Aristides Seelinger,óleo | tela,Brasil - Rio de Janeiro,1922,02.6 Pintura,Bom,201,120.5,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
372,6473,,Paisagem (pintura),"Cena campestre. Em primeiro plano, ao centro, riacho com três animais, um bezerro branco e dois bovinos. Observa-se seus reflexos na água. À direita, árvores retratadas em tons amarelados escuros com galhos verticais. À esquerda, no campo, dois animais pastam. Ao fundo, à esquerda, três árvores afiladas e uma outra frondosa, e recortes de montanha à esquerda e ao centro. Céu com tons azulados e nuvens amarelas. Moldura em madeira envernizada.",[Cena campestre],Desconhecido,óleo | tela,Em pesquisa,,02.6 Pintura,Restaurado,239,148,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
373,6475,,Retrato (pintura),"Retrato de busto de homem de meia idade, ligeiramente voltado para a esquerda, olhar direcionado para frente. Rosto comprido, retangular, testa alta e larga. Cabelos pretos, curtos e lisos, revoltos. Sobrancelhas pretas, retas. Olhos pequenos, escuros. Nariz fino. Boca pequena. Túnica negra, de gola alta com ornatos dourados, encoberta por fitão verde franzido no centro. Colarinho branco. Detalhes de dragonas douradas. Fundo marrom escuro. Inscrições no dorso da tela, em caracteres negros: ""RESTAURO NA/GALERIA JORGE/QUADROS A OLEO/DE GRANDES AUTORES"". Papel colado no centro do dorso com as inscrições manuscritas de Ramiz Galvão: ""Retrato de Sebastião Pereira Pinto,/marechal do exercito, feito (...) em Rio Pardo/por Manuel de Araújo Porto-Alegre (pro-/vavelmente em 1837), quando o pintor foi em rapida visita ao seu estado natal. (Vide:/Fogo-morto, Romance rio-grandense, por Fer-/nando Osorio, pg. 160)./Sebastião barreto, como brigadeiro, com mandou/uma divisão na célebre batalha do Passo do Ro-/sario, em 20 de fevereiro de 127, sob as ordens/do marquez de barbacena (Vide: A Batalha/do passo do Rosario, por Tasso Fragoso, Rio, 1922)./Ramiz/1934"". Moldura em madeira dourada com decoração fitomórfica. No centro da parte inferior, pequena placa metálica, retangular, de extremidades arredondadas, com a inscrição: ""M. A. PORTO ALEGRE (ATRIBUIDO)/Mal SEBASTIÃO BARRETO PEREIRA PINTO."".",Marechal Sebastião Barreto Pereira Pinto,Manuel de Araújo Porto Alegre (atribuído),óleo | tela,Brasil,[1837],02.6 Pintura,Bom,54,46,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
374,6476,,Retrato (pintura),"Retrato de busto de homem jovem, voltado para a esquerda. Rosto e nariz compridos e finos. Cabelos curtos, castanhos, encaracolados, sobre testa. Suíças. Sobrancelhas castanhas, finas e curtas. Olhos escuros. Boca pequena. Orelha esquerda aparente. Túnica negra, fechada, de abotoamento duplo. Gola alta, azul, com ornatos dourados, tendo na parte inferior, nas mesmas cores, espécies de lapelas retangulares com extremidades em ponta. Colarinho negro com detalhe branco e, sobre este, fita estreita, vermelha, com filete branco no centro, sustentando insígnia da Ordem de Maria Teresa. Sobre peito esquerdo, em roquete, três comendas, a superior encoberta parcialmente. Fundo constituído de horizonte em tons róseos e azuis. Moldura em madeira dourada, com decoração fitomórfica saliente.",Príncipe de Metternich,Desconhecido,óleo | tela,Áustria,18--,02.6 Pintura,Restaurado,79,69,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
375,6477,,Retrato (pintura),"Retrato de homem em meio corpo, de pé, voltado para a direita. Rosto comprido, queixo saliente. Cabelos escuros, curtos, encaracolados, sobre testa. Apresenta costeleta. Sobrancelhas escuras. Olhos castanhos. Nariz aquilino. Lábio superior fino e inferior proeminente. Orelha esquerda aparente. Casaca preta com punhos, gola e espécie de peitilho vermelhos, com bordados dourados. Colarinho alto, branco. A tiracolo, banda em três faixas: azul, branca e azul. Pendente ao pescoço, insígnia da Ordem do Tosão de Ouro. No peito esquerdo, em roquete, três comendas. Na cintura, faixa larga, vermelha. Calça bege. Braço direito estendido para a frente, mão apoiada em espécie de bengala. Braço esquerdo dobrado rente ao corpo, sustentando chapéu armado nas cores preto, vermelho e dourado, com plumagem branca; mão segurando luva bege. À esquerda, detalhe de árvore distante. No fundo, céu e nuvens em tons sombrios. Inscrição no centro inferior do dorso da tela, em caracteres negros: ""RESTAURADO NA/GALERIA JORGE/PINTURAS DE GRANDES/ARTISTAS/RUA DO ROSÁRIO 131/RIO DE JANEIRO"". Moldura em madeira dourada com folhagens e flores estilizadas.",Fernando VII de Espanha,Vicente López Portaña (atribuído),óleo | tela,Espanha,18--,02.6 Pintura,Bom,126.5,98.5,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
